Demand,SolarGen,Wind,GridAvailability
0.003,0.582,0.002,1
0.006,0.639,0.004,1
0.003,0.621,0.013,1
0.003,0.562,0.026,1
0.006,0.445,0.044,1
0.009,0.254,0.058,0
0.021,0.081,0.082,0
0.003,0,0.102,1
0,0,0.102,1
0.029,0,0.107,1
0.026,0,0.104,1
0.027,0,0.091,1
0.026,0,0.066,0
0.02,0,0.041,1
0.02,0,0.024,1
0,0,0.016,1
0,0,0.014,1
0,0,0.011,1
0,0,0.008,0
0,0,0.004,1
0,0,0.002,1
0.01,0.049,0.001,1
0.01,0.209,0,1
0,0.421,0,1
0.003,0.538,0.001,1
0,0.603,0.001,1
0.003,0.597,0.002,0
0.003,0.521,0.002,0
0.006,0.385,0.002,1
0.006,0.218,0.005,1
0.006,0.07,0.023,1
0.003,0,0.051,0
0.021,0,0.074,1
0.026,0,0.094,1
0.028,0,0.104,1
0.024,0,0.108,1
0.015,0,0.099,1
0.01,0,0.092,1
0.01,0,0.088,0
0,0,0.093,0
0,0,0.117,1
0,0,0.15,1
0,0,0.172,1
0,0,0.165,1
0,0,0.129,0
0.008,0.102,0.069,1
0.01,0.348,0.013,0
0.012,0.543,0.034,1
0.003,0.661,0.119,0
0.006,0.719,0.218,0
0,0.739,0.318,1
0.003,0.692,0.411,1
0,0.588,0.455,1
0.006,0.391,0.443,1
0.006,0.157,0.373,1
0.018,0.001,0.388,0
0.033,0,0.336,1
0.041,0,0.291,1
0.048,0,0.271,0
0.027,0,0.204,1
0.024,0,0.168,1
0.01,0,0.142,1
0.012,0,0.121,0
0,0,0.109,1
0,0,0.101,1
0,0,0.079,0
0,0,0.056,1
0,0,0.045,1
0,0,0.036,1
0.006,0.156,0.019,1
0.008,0.416,0.001,0
0.003,0.6,0,1
0.006,0.714,0,1
0.006,0.767,0.009,1
0.003,0.752,0.029,1
0.003,0.702,0.05,0
0.003,0.595,0.055,0
0.009,0.421,0.052,1
0.003,0.178,0.068,0
0.021,0.002,0.097,1
0.021,0,0.118,1
0.023,0,0.137,1
0.025,0,0.141,1
0.008,0,0.132,1
0.021,0,0.112,0
0.016,0,0.101,1
0.016,0,0.084,1
0,0,0.068,1
0,0,0.062,1
0,0,0.057,1
0,0,0.047,0
0,0,0.04,1
0,0,0.03,1
0.004,0.138,0.014,1
0.008,0.395,0,1
0.012,0.583,0,1
0.003,0.696,0,0
0.006,0.749,0,0
0.009,0.745,0,1
0.006,0.696,0.011,0
0.006,0.59,0.016,1
0.015,0.418,0.021,1
0.009,0.177,0.039,1
0.018,0.002,0.039,1
0.018,0,0.018,1
0.025,0,0.007,1
0.025,0,0.012,0
0.008,0,0.028,0
0.013,0,0.032,0
0.004,0,0.027,1
0.006,0,0.023,1
0,0,0.024,0
0,0,0.02,0
0,0,0.013,1
0,0,0.008,1
0,0,0.004,1
0,0,0.004,0
0.004,0.124,0.006,1
0.004,0.368,0.005,1
0.021,0.556,0.002,1
0.012,0.672,0.007,1
0.006,0.728,0.015,0
0,0.707,0.014,1
0.003,0.653,0.011,1
0,0.541,0.009,0
0.003,0.364,0.006,0
0.015,0.137,0.007,1
0,0.001,0.004,1
0.03,0,0,1
0.031,0,0,0
0.01,0,0.006,0
0.011,0,0.023,1
0.009,0,0.047,1
0.018,0,0.059,1
0.008,0,0.055,0
0,0,0.043,1
0,0,0.026,1
0,0,0.009,0
0,0,0.003,1
0,0,0.003,0
0,0,0.003,1
0.008,0.112,0.004,1
0.008,0.331,0,1
0.003,0.493,0,0
0.006,0.6,0,0
0.003,0.697,0.002,0
0.003,0.718,0.003,0
0.003,0.654,0.003,0
0.003,0.553,0.007,1
0.006,0.385,0.009,1
0.003,0.147,0.032,0
0.003,0.001,0.078,1
0.006,0,0.079,1
0.011,0,0.055,1
0.039,0,0.038,1
0.02,0,0.06,1
0.006,0,0.077,0
0.01,0,0.071,1
0.02,0,0.051,1
0,0,0.035,1
0,0,0.028,0
0,0,0.016,1
0,0,0.006,1
0,0,0.002,1
0,0,0.001,1
0.002,0.097,0.002,1
0.004,0.312,0.001,0
0.006,0.492,0,1
0.009,0.608,0.001,1
0.009,0.687,0.006,0
0.006,0.716,0.007,1
0.003,0.667,0.005,1
0,0.564,0.003,1
0.003,0.398,0.002,1
0,0.166,0.01,0
0.024,0.002,0.034,1
0.021,0,0.032,1
0.037,0,0.019,1
0.024,0,0.013,1
0.012,0,0.018,0
0.011,0,0.031,1
0.006,0,0.041,1
0.006,0,0.041,0
0,0,0.04,1
0,0,0.036,1
0,0,0.026,1
0,0,0.016,1
0,0,0.012,1
0,0,0.009,1
0.004,0.097,0.008,1
0.008,0.317,0.002,1
0.015,0.551,0,1
0.006,0.668,0,0
0.006,0.725,0,0
0.006,0.73,0.001,1
0.015,0.683,0.003,1
0.006,0.582,0.005,1
0.003,0.42,0.009,0
0.021,0.186,0.035,1
0.021,0.003,0.081,1
0.018,0,0.101,1
0.03,0,0.118,1
0.03,0,0.144,1
0.012,0,0.144,1
0.015,0,0.114,1
0.006,0,0.073,1
0.006,0,0.04,1
0,0,0.021,1
0,0,0.011,1
0,0,0.007,1
0,0,0.006,1
0,0,0.008,1
0,0,0.011,0
0.004,0.127,0.012,1
0.006,0.365,0.005,1
0,0.547,0.003,1
0.006,0.66,0.003,1
0.009,0.716,0.002,0
0.006,0.716,0.001,1
0.006,0.667,0,1
0.009,0.559,0.001,1
0.006,0.353,0.001,1
0.003,0.134,0.012,1
0.021,0.001,0.056,1
0.018,0,0.108,1
0.025,0,0.158,1
0.047,0,0.176,0
0.014,0,0.161,0
0.01,0,0.143,1
0.016,0,0.13,1
0.008,0,0.123,1
0,0,0.121,1
0,0,0.115,0
0,0,0.088,1
0,0,0.055,1
0,0,0.034,1
0,0,0.021,1
0.006,0.099,0.01,1
0.008,0.327,0.001,1
0.003,0.503,0,1
0.006,0.618,0,1
0.003,0.67,0.001,0
0.003,0.667,0.013,0
0.018,0.612,0.028,1
0.009,0.499,0.048,1
0.006,0.326,0.078,0
0.024,0.119,0.139,1
0.015,0.001,0.23,1
0,0,0.309,1
0.02,0,0.347,1
0.038,0,0.327,1
0.011,0,0.268,1
0.008,0,0.216,0
0.008,0,0.176,1
0.008,0,0.153,1
0,0,0.147,1
0,0,0.156,1
0,0,0.156,1
0,0,0.135,0
0,0,0.103,0
0,0,0.075,0
0.008,0.143,0.034,1
0.012,0.395,0.005,1
0.021,0.583,0.019,1
0.009,0.697,0.037,0
0.006,0.751,0.055,1
0.006,0.74,0.078,1
0.009,0.693,0.098,1
0.003,0.588,0.121,0
0.003,0.416,0.134,1
0.018,0.182,0.153,1
0.015,0.004,0.221,1
0.027,0,0.262,1
0.026,0,0.28,1
0.029,0,0.274,0
0.018,0,0.246,1
0.013,0,0.208,1
0.01,0,0.181,1
0.02,0,0.146,1
0,0,0.117,0
0,0,0.087,1
0,0,0.061,1
0,0,0.038,1
0,0,0.021,1
0,0,0.01,0
0.004,0.172,0.004,1
0.006,0.42,0,0
0.003,0.599,0,1
0.003,0.708,0,1
0.003,0.761,0,1
0.003,0.75,0.004,1
0.015,0.7,0.014,1
0,0.593,0.02,0
0,0.422,0.032,1
0.021,0.184,0.069,1
0.018,0.004,0.14,0
0.036,0,0.183,1
0.025,0,0.204,0
0.007,0,0.205,1
0.006,0,0.195,0
0.007,0,0.174,1
0.01,0,0.132,1
0.022,0,0.087,1
0,0,0.052,1
0,0,0.029,1
0,0,0.015,0
0,0,0.006,1
0,0,0.003,1
0,0,0.003,1
0.002,0.166,0.005,1
0.004,0.411,0,0
0,0.588,0,1
0.006,0.695,0,1
0.006,0.747,0.009,1
0.006,0.754,0.03,0
0.018,0.706,0.055,1
0,0.602,0.078,0
0,0.413,0.111,1
0.024,0.182,0.154,1
0.009,0.005,0.21,0
0.021,0,0.209,1
0.01,0,0.188,1
0.011,0,0.164,1
0.023,0,0.151,0
0.018,0,0.119,1
0.02,0,0.076,1
0.018,0,0.039,1
0,0,0.02,1
0,0,0.014,0
0,0,0.016,1
0,0,0.015,1
0,0,0.011,1
0,0,0.007,1
0.002,0.175,0.004,1
0.004,0.418,0,1
0.018,0.594,0,1
0.003,0.7,0,1
0.003,0.75,0.002,0
0.003,0.739,0.006,0
0.006,0.688,0.003,0
0.006,0.58,0.001,1
0.009,0.41,0.001,1
0.024,0.178,0.008,0
0.027,0.005,0.029,1
0.018,0,0.04,1
0.032,0,0.061,1
0.026,0,0.103,1
0.009,0,0.129,0
0.006,0,0.119,1
0.008,0,0.105,1
0.008,0,0.096,1
0,0,0.091,1
0,0,0.087,0
0,0,0.074,1
0,0,0.055,1
0,0,0.037,0
0,0,0.018,1
0.004,0.17,0.005,1
0.006,0.413,0,1
0,0.575,0.001,0
0.003,0.682,0.005,1
0.003,0.732,0.006,1
0.009,0.741,0.017,1
0.009,0.689,0.019,0
0,0.582,0.018,1
0.009,0.399,0.026,1
0.009,0.169,0.066,0
0.012,0.004,0.113,1
0.006,0,0.109,1
0.005,0,0.087,1
0.022,0,0.073,1
0.009,0,0.074,1
0.009,0,0.092,0
0.018,0,0.108,1
0.018,0,0.117,1
0,0,0.112,0
0,0,0.095,1
0,0,0.062,1
0,0,0.031,1
0,0,0.013,0
0,0,0.005,1
0.002,0.121,0.001,1
0.004,0.338,0,1
0.015,0.504,0.01,1
0.003,0.564,0.028,0
0.006,0.603,0.034,1
0.006,0.648,0.051,0
0.003,0.642,0.081,0
0.006,0.546,0.12,1
0.003,0.371,0.182,0
0.003,0.153,0.214,0
0,0.004,0.235,1
0.03,0,0.242,1
0.035,0,0.248,1
0.042,0,0.262,0
0.013,0,0.241,1
0.004,0,0.19,1
0.004,0,0.142,1
0.002,0,0.117,1
0,0,0.113,0
0,0,0.115,1
0,0,0.118,0
0,0,0.108,1
0,0,0.078,1
0,0,0.045,0
0.006,0.184,0.013,0
0.01,0.432,0.002,1
0.006,0.584,0.04,1
0.006,0.699,0.131,1
0.009,0.752,0.243,1
0.006,0.741,0.34,1
0.015,0.691,0.422,0
0.003,0.577,0.486,1
0.003,0.416,0.534,1
0.018,0.199,0.498,1
0.015,0.007,0.496,1
0.033,0,0.475,1
0.03,0,0.366,1
0.041,0,0.284,1
0.015,0,0.25,1
0.017,0,0.25,1
0.008,0,0.258,1
0.006,0,0.247,1
0,0,0.214,0
0,0,0.17,1
0,0,0.13,1
0,0,0.106,1
0,0,0.082,1
0,0,0.054,0
0.008,0.185,0.017,1
0.01,0.426,0,1
0.012,0.599,0.009,1
0.009,0.704,0.054,1
0.006,0.757,0.063,0
0.003,0.732,0.082,1
0.018,0.68,0.102,0
0.009,0.572,0.109,1
0.003,0.404,0.123,1
0.006,0.171,0.179,0
0.009,0.006,0.256,1
0.018,0,0.243,1
0.011,0,0.202,1
0.011,0,0.159,1
0.013,0,0.162,1
0.01,0,0.179,0
0.022,0,0.192,0
0.008,0,0.22,1
0,0,0.194,1
0,0,0.135,0
0,0,0.083,1
0,0,0.038,1
0,0,0.017,1
0,0,0.016,0
0.002,0.177,0.016,1
0.006,0.413,0.001,1
0.003,0.583,0.001,1
0,0.691,0.005,1
0,0.74,0.004,1
0.006,0.708,0.005,1
0.012,0.644,0.013,1
0.006,0.534,0.029,1
0.009,0.363,0.053,0
0.024,0.144,0.092,1
0.027,0.004,0.151,1
0.018,0,0.21,1
0.022,0,0.268,1
0.033,0,0.31,0
0.02,0,0.274,1
0.021,0,0.207,1
0.018,0,0.128,1
0.004,0,0.067,1
0,0,0.052,1
0,0,0.071,0
0,0,0.098,0
0,0,0.099,0
0,0,0.068,1
0,0,0.037,1
0.006,0.09,0.018,1
0.006,0.284,0.004,0
0.006,0.479,0.013,1
0,0.624,0.029,0
0,0.705,0.045,1
0.003,0.692,0.1,1
0.006,0.638,0.219,0
0.003,0.528,0.367,1
0,0.367,0.44,1
0.003,0.15,0.404,1
0.009,0.006,0.444,1
0.006,0,0.48,1
0.005,0,0.475,1
0.022,0,0.402,1
0.007,0,0.352,1
0.021,0,0.33,0
0.016,0,0.315,1
0.02,0,0.293,1
0,0,0.267,1
0,0,0.254,1
0,0,0.216,1
0,0,0.188,0
0,0,0.166,1
0,0,0.119,0
0.004,0.183,0.045,0
0.006,0.432,0.021,1
0.003,0.57,0.07,0
0.003,0.637,0.141,1
0,0.671,0.232,1
0.003,0.717,0.333,0
0.006,0.703,0.433,1
0.009,0.609,0.51,0
0.003,0.448,0.53,1
0.009,0.216,0.468,1
0.021,0.01,0.474,1
0.018,0,0.462,0
0.019,0,0.398,1
0.027,0,0.349,1
0.019,0,0.317,1
0.018,0,0.304,1
0.02,0,0.287,1
0.024,0,0.267,1
0,0,0.241,1
0,0,0.209,0
0,0,0.161,1
0,0,0.109,1
0,0,0.079,1
0,0,0.126,1
0.008,0.089,0.166,0
0.01,0.274,0.086,0
0.012,0.38,0.068,1
0.003,0.465,0.08,1
0.006,0.46,0.056,1
0.009,0.505,0.015,1
0.003,0.52,0.046,0
0.003,0.349,0.398,0
0.009,0.2,0.501,1
0.018,0.061,0.294,1
0.018,0.001,0.083,0
0.018,0,0.03,1
0.024,0,0.065,1
0.038,0,0.13,1
0.01,0,0.18,0
0.022,0,0.215,1
0.01,0,0.23,1
0.018,0,0.18,1
0,0,0.108,1
0,0,0.1,1
0,0,0.118,1
0,0,0.128,1
0,0,0.141,1
0,0,0.14,1
0.002,0.15,0.087,0
0.004,0.392,0.076,1
0,0.577,0.2,0
0.003,0.692,0.307,1
0.003,0.75,0.323,0
0.003,0.741,0.345,1
0.003,0.692,0.401,1
0.006,0.586,0.454,1
0.006,0.415,0.48,0
0.003,0.183,0.448,1
0,0.008,0.44,1
0.018,0,0.43,1
0.025,0,0.381,1
0.015,0,0.331,1
0.021,0,0.31,1
0.007,0,0.301,0
0.006,0,0.286,0
0.004,0,0.247,1
0,0,0.221,0
0,0,0.18,0
0,0,0.136,1
0,0,0.098,1
0,0,0.071,1
0,0,0.041,0
0.004,0.173,0.009,1
0.01,0.421,0.001,1
0.006,0.581,0.012,1
0.006,0.698,0.033,1
0.009,0.753,0.06,0
0.003,0.754,0.088,1
0.003,0.702,0.107,1
0.003,0.593,0.102,1
0,0.364,0.09,1
0.015,0.147,0.102,1
0.018,0.006,0.131,1
0.03,0,0.138,0
0.024,0,0.13,1
0.026,0,0.133,0
0.02,0,0.139,0
0.027,0,0.13,1
0.024,0,0.127,1
0.01,0,0.127,1
0,0,0.118,1
0,0,0.098,1
0,0,0.073,1
0,0,0.048,0
0,0,0.026,1
0,0,0.011,1
0.006,0.137,0.005,1
0.01,0.371,0,1
0.021,0.553,0,1
0.006,0.669,0,1
0.006,0.726,0,1
0,0.711,0.002,1
0.012,0.661,0.01,1
0.003,0.551,0.011,1
0.003,0.347,0.016,1
0.006,0.14,0.044,0
0.006,0.006,0.096,0
0.006,0,0.132,1
0.015,0,0.17,1
0.011,0,0.193,1
0.015,0,0.17,0
0.011,0,0.124,0
0.006,0,0.086,0
0.01,0,0.058,1
0,0,0.039,1
0,0,0.026,0
0,0,0.02,1
0,0,0.016,1
0,0,0.009,1
0,0,0.006,1
0.01,0.121,0.004,0
0.012,0.345,0.001,0
0,0.546,0,0
0,0.661,0,0
0.003,0.719,0,0
0.003,0.742,0.004,1
0.003,0.692,0.007,0
0.003,0.586,0.007,1
0.006,0.418,0.006,0
0.009,0.19,0.022,1
0.027,0.01,0.059,1
0.021,0,0.051,1
0.023,0,0.038,1
0.043,0,0.052,1
0.02,0,0.077,1
0.013,0,0.103,1
0.01,0,0.108,0
0.008,0,0.08,1
0,0,0.049,1
0,0,0.031,1
0,0,0.023,1
0,0,0.021,1
0,0,0.02,1
0,0,0.017,0
0.008,0.158,0.015,1
0.008,0.391,0.002,1
0,0.568,0,1
0.006,0.679,0,0
0.009,0.735,0,0
0.003,0.758,0.001,0
0.006,0.711,0.008,1
0.006,0.61,0.024,0
0.003,0.441,0.055,1
0.003,0.216,0.115,1
0.003,0.014,0.197,1
0.021,0,0.208,0
0.005,0,0.195,1
0.006,0,0.18,1
0.008,0,0.174,1
0.02,0,0.172,1
0.02,0,0.167,1
0.02,0,0.158,1
0,0,0.149,1
0,0,0.151,1
0,0,0.121,1
0,0,0.079,1
0,0,0.047,1
0,0,0.029,0
0.006,0.151,0.016,1
0.006,0.377,0.001,1
0.012,0.559,0.037,1
0.009,0.671,0.215,0
0,0.726,0.404,0
0,0.73,0.551,0
0.021,0.686,0.639,0
0.006,0.592,0.689,0
0.012,0.439,0.72,1
0.021,0.22,0.675,1
0.021,0.017,0.631,1
0.018,0,0.573,1
0.044,0,0.487,1
0.014,0,0.416,0
0.009,0,0.34,1
0.011,0,0.268,1
0.016,0,0.209,1
0.008,0,0.169,0
0,0,0.16,0
0,0,0.154,0
0,0,0.119,1
0,0,0.068,0
0,0,0.038,0
0,0,0.018,0
0.008,0.165,0.004,1
0.008,0.404,0,1
0.003,0.583,0.001,1
0.009,0.695,0.021,1
0.006,0.749,0.042,1
0.003,0.731,0.078,1
0.006,0.682,0.119,1
0.003,0.576,0.146,1
0.006,0.378,0.174,1
0.024,0.162,0.225,1
0.024,0.009,0.325,0
0.018,0,0.396,1
0.037,0,0.437,1
0.027,0,0.398,1
0.027,0,0.328,1
0.018,0,0.278,1
0.022,0,0.232,1
0.022,0,0.212,1
0,0,0.195,1
0,0,0.168,1
0,0,0.145,1
0,0,0.126,1
0,0,0.104,1
0,0,0.078,1
0.002,0.145,0.036,0
0.002,0.378,0.009,0
0,0.56,0.044,1
0.003,0.675,0.044,1
0.006,0.731,0.036,0
0.003,0.684,0.044,0
0,0.635,0.053,1
0.003,0.529,0.067,0
0.006,0.36,0.098,1
0,0.152,0.181,0
0.006,0.009,0.334,1
0.018,0,0.373,1
0.022,0,0.323,1
0.022,0,0.3,0
0.02,0,0.258,1
0.022,0,0.172,0
0.016,0,0.108,1
0.006,0,0.095,1
0,0,0.135,1
0,0,0.135,0
0,0,0.113,0
0,0,0.087,1
0,0,0.057,1
0,0,0.031,1
0.008,0.155,0.009,1
0.008,0.39,0,0
0.003,0.539,0.01,1
0,0.654,0.044,1
0.006,0.709,0.09,1
0.003,0.711,0.136,1
0.018,0.663,0.149,1
0.006,0.561,0.156,1
0.003,0.375,0.18,0
0.003,0.163,0.208,1
0,0.01,0.244,1
0,0,0.219,1
0.031,0,0.17,1
0.028,0,0.14,1
0.009,0,0.122,0
0.013,0,0.102,1
0.01,0,0.082,1
0.008,0,0.066,0
0,0,0.053,1
0,0,0.045,1
0,0,0.026,0
0,0,0.008,1
0,0,0.002,1
0,0,0.001,1
0.006,0.166,0.007,1
0.01,0.408,0.003,1
0,0.587,0,1
0.006,0.696,0,1
0.003,0.747,0.014,1
0.003,0.719,0.065,0
0.003,0.667,0.13,0
0,0.56,0.178,0
0,0.39,0.197,1
0,0.174,0.184,0
0.006,0.012,0.182,1
0.009,0,0.172,0
0.017,0,0.16,1
0.013,0,0.158,1
0.011,0,0.169,1
0.008,0,0.178,1
0.006,0,0.168,0
0.008,0,0.132,1
0,0,0.086,1
0,0,0.043,1
0,0,0.016,1
0,0,0.007,1
0,0,0.005,0
0,0,0.005,1
0.004,0.135,0.003,1
0.004,0.352,0,1
0,0.501,0.001,0
0.006,0.623,0.013,1
0.006,0.671,0.044,1
0.009,0.68,0.088,1
0.018,0.658,0.159,1
0.009,0.561,0.261,1
0.006,0.404,0.367,1
0.009,0.191,0.411,1
0.009,0.016,0.415,1
0.006,0,0.397,1
0.01,0,0.353,1
0.007,0,0.318,0
0.009,0,0.251,0
0.021,0,0.186,1
0.016,0,0.162,1
0.018,0,0.174,1
0,0,0.208,0
0,0,0.228,1
0,0,0.232,1
0,0,0.163,1
0,0,0.105,1
0,0,0.06,0
0.004,0.178,0.015,1
0.008,0.411,0.001,1
0,0.577,0.022,1
0.003,0.687,0.118,1
0.003,0.748,0.177,0
0.006,0.741,0.252,0
0,0.7,0.327,1
0.003,0.603,0.382,1
0.003,0.43,0.411,0
0,0.211,0.401,1
0.003,0.019,0.422,1
0.006,0,0.448,0
0.026,0,0.427,1
0.02,0,0.341,0
0.014,0,0.232,1
0.009,0,0.174,1
0.01,0,0.131,1
0.022,0,0.092,0
0,0,0.067,1
0,0,0.054,0
0,0,0.047,0
0,0,0.031,0
0,0,0.009,1
0,0.001,0.001,1
0.004,0.206,0,1
0.008,0.44,0,1
0.003,0.594,0,1
0.003,0.702,0.018,1
0.003,0.755,0.049,1
0.003,0.738,0.087,1
0.003,0.69,0.123,1
0.006,0.587,0.145,0
0.006,0.423,0.166,1
0.006,0.204,0.182,1
0.003,0.019,0.21,1
0.033,0,0.233,1
0.024,0,0.289,1
0.034,0,0.318,1
0.018,0,0.257,1
0.018,0,0.161,0
0.02,0,0.091,0
0.01,0,0.073,1
0,0,0.072,1
0,0,0.072,1
0,0,0.061,0
0,0,0.041,1
0,0,0.02,1
0,0,0.007,1
0,0.104,0.004,1
0.002,0.293,0,1
0.015,0.489,0,0
0.006,0.629,0.014,1
0.009,0.71,0.043,1
0.006,0.715,0.077,1
0.003,0.688,0.111,1
0.009,0.592,0.14,0
0.009,0.408,0.164,0
0.003,0.191,0.186,0
0.015,0.017,0.232,1
0,0,0.271,1
0.017,0,0.286,1
0.013,0,0.259,1
0.011,0,0.228,0
0.007,0,0.197,1
0.018,0,0.17,1
0.02,0,0.142,1
0,0,0.12,1
0,0,0.106,1
0,0,0.084,0
0,0,0.062,1
0,0,0.049,1
0,0,0.037,1
0,0.104,0.015,1
0.002,0.244,0.002,1
0,0.336,0.008,0
0,0.444,0.103,1
0,0.582,0.247,1
0.003,0.619,0.379,0
0.003,0.61,0.472,0
0.006,0.505,0.526,1
0.012,0.333,0.546,1
0.018,0.142,0.492,1
0.015,0.012,0.467,1
0.033,0,0.451,1
0.025,0,0.347,1
0.014,0,0.286,1
0.021,0,0.268,1
0.023,0,0.256,0
0.006,0,0.237,1
0.006,0,0.218,1
0,0,0.195,1
0,0,0.174,1
0,0,0.124,1
0,0,0.057,1
0,0,0.015,0
0,0,0.001,0
0.006,0.113,0.001,1
0.008,0.319,0,0
0,0.492,0,0
0.006,0.605,0.007,1
0.003,0.662,0.021,0
0.006,0.593,0.031,1
0.006,0.509,0.039,1
0.012,0.385,0.049,1
0.009,0.242,0.058,1
0.024,0.105,0.063,1
0.027,0.008,0.053,1
0.021,0,0.027,0
0.009,0,0.01,1
0.028,0,0.004,1
0.023,0,0.004,0
0.013,0,0.013,1
0.022,0,0.028,1
0.018,0,0.041,1
0,0,0.047,1
0,0,0.044,1
0,0,0.041,1
0,0,0.044,1
0,0,0.046,1
0,0,0.044,1
0.002,0.078,0.046,1
0.006,0.235,0.015,1
0,0.392,0.004,1
0.006,0.504,0.011,1
0,0.564,0.017,0
0.003,0.6,0.018,0
0.006,0.545,0.017,1
0.006,0.445,0.014,0
0,0.295,0.011,1
0.009,0.124,0.01,0
0.024,0.01,0.006,1
0.033,0,0.001,1
0.032,0,0,1
0.019,0,0,1
0.019,0,0.003,1
0.007,0,0.016,1
0.004,0,0.031,0
0.004,0,0.04,1
0,0,0.045,1
0,0,0.051,1
0,0,0.062,1
0,0,0.065,1
0,0,0.06,1
0,0,0.061,1
0.012,0.094,0.064,1
0.012,0.276,0.005,1
0,0.47,0,1
0.006,0.589,0.002,0
0.003,0.649,0.008,1
0.006,0.65,0.018,1
0.009,0.595,0.025,1
0.006,0.484,0.025,1
0.006,0.32,0.029,0
0.003,0.137,0.041,1
0.003,0.012,0.067,1
0,0,0.088,1
0.023,0,0.095,1
0.027,0,0.105,1
0.015,0,0.121,1
0.018,0,0.12,0
0.01,0,0.104,1
0.012,0,0.087,1
0,0,0.069,1
0,0,0.049,1
0,0,0.032,1
0,0,0.022,1
0,0,0.016,0
0,0.001,0.011,1
0.002,0.088,0.009,1
0.004,0.26,0,1
0.003,0.423,0,1
0.012,0.54,0.006,1
0.012,0.592,0.021,1
0.003,0.652,0.043,1
0.012,0.566,0.071,1
0,0.427,0.091,0
0,0.275,0.102,0
0.003,0.122,0.102,1
0.021,0.013,0.091,1
0.027,0,0.073,0
